,model,R-Squared
0,GradientBoost,0.8922819091814785
1,Catboost,0.8831930549096975
2,Lasso,0.8673057609591702
3,Ridge,0.8672576177594772
4,LinearRegression,0.8663146952998322
5,ExtraTrees,0.8588618655417202
6,XGBoost,0.8584582647753178
7,KNN,0.8498934288671274
8,SVR,0.8473812041457065
9,RandomForest,0.8385307121156835
10,AdaBoost,0.8243027706272004
11,LightGBM,0.7928552887851781
12,StackingRegressor,0.7917415661213841
