,model,R-Squared
0,GradientBoost,0.9036774537278179
1,Catboost,0.8982129691341082
2,ExtraTrees,0.8893246017058216
3,KNN,0.8609456710665006
4,AdaBoost,0.8583427462324678
5,SVR,0.8275326862830924
6,StackingRegressor,0.8206969970064212
7,RandomForest,0.8153876825322055
8,XGBoost,0.8059754245935347
9,LinearRegression,0.7911308369771047
10,Lasso,0.7903687200573285
11,Ridge,0.7898651298322421
12,LightGBM,0.7690142899800276
